Total Sec,Difference in time(sec),Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
79.900,0,79.90,7.62,-0.33,13.70,15.70
79.900,0,79.90,6.98,-0.40,13.00,14.70
79.900,0,79.90,6.28,-0.05,12.10,13.60
79.900,0,79.90,5.61,0.28,11.20,12.50
79.900,0,79.90,4.77,0.33,10.30,11.30
79.900,0,79.90,4.06,0.54,9.21,10.10
79.900,0,79.90,3.55,0.79,8.04,8.82
80.000,0.1,80.00,3.10,0.95,6.89,7.62
80.000,0,80.00,2.71,1.14,5.82,6.52
80.000,0,80.00,2.36,1.40,4.83,5.56
80.000,0,80.00,2.04,1.69,3.98,4.78
80.000,0,80.00,1.77,1.87,3.27,4.16
80.000,0,80.00,1.59,1.98,2.67,3.68
80.000,0,80.00,1.41,2.18,2.34,3.49
80.000,0,80.00,1.28,2.46,2.02,3.43
80.000,0,80.00,1.21,2.74,1.81,3.50
80.000,0,80.00,1.13,3.00,1.74,3.65
80.100,0.1,80.10,1.15,2.95,1.83,3.66
80.100,0,80.10,1.10,3.14,2.39,4.10
80.100,0,80.10,1.05,3.35,2.82,4.50
80.100,0,80.10,0.95,3.35,2.91,4.54
80.100,0,80.10,0.79,3.49,3.09,4.73
80.100,0,80.10,0.71,3.93,3.49,5.31
80.100,0,80.10,0.65,4.27,3.93,5.84
80.100,0,80.10,0.71,4.39,4.42,6.27
80.100,0,80.10,1.04,4.45,4.95,6.73
80.100,0,80.10,1.34,4.41,5.86,7.46
80.200,0.1,80.20,1.59,4.27,6.85,8.23
80.200,0,80.20,1.94,4.17,7.54,8.83
80.200,0,80.20,2.38,3.89,8.20,9.38
80.200,0,80.20,2.71,3.60,8.79,9.88
80.200,0,80.20,3.04,3.46,9.23,10.30
80.200,0,80.20,3.30,3.39,9.85,10.90
80.200,0,80.20,3.46,3.35,10.50,11.60
80.200,0,80.20,3.56,3.39,11.20,12.20
80.200,0,80.20,3.58,3.49,11.80,12.80
80.200,0,80.20,3.71,3.70,12.30,13.40
80.300,0.1,80.30,4.02,3.96,12.70,13.90
80.300,0,80.30,4.45,4.02,13.10,14.40
80.300,0,80.30,4.86,3.85,13.20,14.60
80.300,0,80.30,5.17,3.75,13.00,14.50
80.300,0,80.30,5.18,3.74,12.90,14.40
80.300,0,80.30,5.10,3.78,13.00,14.50
80.300,0,80.30,5.01,3.73,13.00,14.40
80.300,0,80.30,5.02,3.49,12.90,14.30
80.300,0,80.30,5.14,3.22,12.70,14.00
80.300,0,80.30,5.21,3.03,12.20,13.60
80.400,0.1,80.40,5.23,2.92,11.50,13.00
80.400,0,80.40,5.11,2.88,10.60,12.10
80.400,0,80.40,4.71,2.89,9.90,11.30
80.400,0,80.40,4.14,2.79,9.74,10.90
80.400,0,80.40,3.54,3.17,8.43,9.67
80.400,0,80.40,3.19,3.30,7.11,8.46
80.400,0,80.40,2.69,2.73,7.22,8.18
80.400,0,80.40,2.24,2.59,7.06,7.84
80.400,0,80.40,1.80,2.78,6.69,7.47
80.400,0,80.40,1.19,3.00,6.49,7.25
80.400,0,80.40,0.73,3.32,6.11,6.99
80.500,0.1,80.50,0.39,3.53,5.89,6.88
80.500,0,80.50,0.37,3.49,5.33,6.38
80.500,0,80.50,0.47,3.44,4.53,5.71
80.500,0,80.50,0.60,3.51,4.71,5.91
80.500,0,80.50,0.65,3.44,4.62,5.80
80.500,0,80.50,0.68,3.41,4.45,5.65
80.500,0,80.50,0.73,3.48,4.34,5.61
80.500,0,80.50,0.86,3.37,4.29,5.52
80.500,0,80.50,0.87,3.54,4.26,5.61
80.500,0,80.50,1.16,3.69,4.36,5.83
80.600,0.1,80.60,1.48,3.71,4.75,6.20
80.600,0,80.60,1.36,3.67,4.99,6.35
80.600,0,80.60,1.46,3.42,5.44,6.59
80.600,0,80.60,1.81,3.16,6.47,7.42
80.600,0,80.60,1.66,3.11,7.61,8.38
80.600,0,80.60,1.21,2.94,8.64,9.20
80.600,0,80.60,0.91,2.79,8.93,9.40
80.600,0,80.60,1.00,2.67,9.11,9.55
80.600,0,80.60,1.16,2.53,9.69,10.10
80.600,0,80.60,1.24,2.57,10.20,10.60
80.700,0.1,80.70,1.41,2.67,10.60,11.00
80.700,0,80.70,1.56,2.43,11.10,11.50
80.700,0,80.70,1.77,2.27,11.70,12.10
80.700,0,80.70,2.18,2.24,12.40,12.80
80.700,0,80.70,2.74,2.26,12.90,13.40
80.700,0,80.70,3.38,2.15,13.30,13.90
80.700,0,80.70,4.01,2.13,12.90,13.60
80.700,0,80.70,4.37,2.30,12.60,13.50
80.700,0,80.70,4.61,2.65,12.70,13.80
80.700,0,80.70,4.39,2.91,12.70,13.80
80.800,0.1,80.80,3.64,2.85,12.40,13.30
80.800,0,80.80,2.61,2.51,12.10,12.60
80.800,0,80.80,1.90,2.26,12.10,12.40
80.800,0,80.80,1.79,2.40,11.90,12.30
80.800,0,80.80,1.94,2.30,11.80,12.20
80.800,0,80.80,2.31,1.91,12.10,12.40
80.800,0,80.80,2.94,1.69,12.30,12.70
80.800,0,80.80,3.73,1.54,12.50,13.10
80.800,0,80.80,4.47,1.31,12.10,13.00
80.800,0,80.80,4.89,1.27,11.60,12.70
80.900,0.1,80.90,4.95,1.48,11.50,12.60
80.900,0,80.90,4.49,1.62,11.30,12.30
80.900,0,80.90,3.40,1.63,10.60,11.30
80.900,0,80.90,2.36,1.76,10.20,10.60
80.900,0,80.90,1.43,1.47,9.38,9.60
80.900,0,80.90,0.47,1.11,8.33,8.41
80.900,0,80.90,-0.11,0.82,7.38,7.42
80.900,0,80.90,-0.41,0.58,6.58,6.62
80.900,0,80.90,-0.59,0.46,5.63,5.68
80.900,0,80.90,-0.52,0.46,4.88,4.93
81.000,0.1,81.00,-0.20,0.57,4.82,4.85
81.000,0,81.00,0.23,0.87,5.22,5.30
81.000,0,81.00,0.79,1.10,5.39,5.56
81.000,0,81.00,1.38,1.06,5.53,5.80
81.000,0,81.00,0.79,1.25,8.25,8.38
81.000,0,81.00,-0.09,1.15,7.42,7.51
81.000,0,81.00,-0.89,0.83,7.07,7.18
81.000,0,81.00,-1.63,0.94,6.89,7.14
81.000,0,81.00,-1.91,1.35,6.54,6.95
81.000,0,81.00,-1.64,1.87,7.18,7.60
81.100,0.1,81.10,-1.43,1.83,7.84,8.18
81.100,0,81.10,-1.18,1.44,8.10,8.31
81.100,0,81.10,-1.21,1.05,7.86,8.02
81.100,0,81.10,-1.42,1.10,7.63,7.84
81.100,0,81.10,-1.26,1.36,7.93,8.15
81.100,0,81.10,-0.85,1.59,8.51,8.70
81.100,0,81.10,-0.66,1.49,9.06,9.20
81.100,0,81.10,-0.77,1.19,9.36,9.47
81.100,0,81.10,-0.98,0.98,9.39,9.49
81.100,0,81.10,-1.05,0.90,9.74,9.84
81.200,0.1,81.20,-0.99,0.67,10.50,10.60
81.200,0,81.20,-1.02,0.19,11.10,11.20
81.200,0,81.20,-1.06,-0.22,11.80,11.80
81.200,0,81.20,-0.83,-0.30,12.00,12.10
81.200,0,81.20,-0.81,-0.81,12.60,12.70
81.200,0,81.20,-0.93,-1.39,13.40,13.50
81.200,0,81.20,-0.71,-1.71,13.30,13.50
81.200,0,81.20,-0.68,-1.64,13.30,13.40
81.200,0,81.20,-1.01,-0.86,12.40,12.50
81.200,0,81.20,-1.06,-0.57,11.40,11.50
81.300,0.1,81.30,-0.94,-0.52,11.70,11.80
81.300,0,81.30,-1.11,-0.23,12.20,12.30
81.300,0,81.30,-1.67,-0.03,12.10,12.20
81.300,0,81.30,-2.35,-0.20,12.10,12.30
81.300,0,81.30,-2.79,-0.56,12.80,13.10
81.300,0,81.30,-2.16,-0.27,13.50,13.60
81.300,0,81.30,-1.16,0.47,13.60,13.60
81.300,0,81.30,-0.26,1.19,13.50,13.60
81.300,0,81.30,0.43,1.76,12.90,13.00
81.300,0,81.30,0.83,2.03,11.90,12.10
81.400,0.1,81.40,0.73,1.90,11.20,11.40
81.400,0,81.40,0.17,1.49,10.90,11.00
81.400,0,81.40,-0.33,1.13,10.40,10.50
81.400,0,81.40,-0.50,0.90,9.98,10.00
81.400,0,81.40,-0.57,0.70,9.67,9.72
81.400,0,81.40,-0.69,0.59,9.26,9.30
81.400,0,81.40,-0.93,0.46,8.09,8.16
81.400,0,81.40,-0.95,0.40,8.01,8.07
81.400,0,81.40,-1.11,0.42,7.98,8.07
81.400,0,81.40,-1.35,0.50,7.40,7.54
81.500,0.1,81.50,-1.50,0.60,6.73,6.92
81.500,0,81.50,-1.49,0.79,6.42,6.64
81.500,0,81.50,-1.26,1.06,6.29,6.51
81.500,0,81.50,-0.96,1.19,5.86,6.05
81.500,0,81.50,-0.93,1.13,5.26,5.46
81.500,0,81.50,-0.89,1.02,4.92,5.11
81.500,0,81.50,-0.88,0.94,4.69,4.86
81.500,0,81.50,-1.04,0.91,4.49,4.70
81.500,0,81.50,-1.29,0.97,4.22,4.52
81.500,0,81.50,-1.36,1.04,3.56,3.95
81.600,0.1,81.60,-1.44,1.11,3.88,4.28
81.600,0,81.60,-1.48,1.25,4.80,5.18
81.600,0,81.60,-1.36,1.43,5.81,6.14
81.600,0,81.60,-1.32,1.75,7.17,7.49
81.600,0,81.60,-1.36,2.04,7.68,8.06
81.600,0,81.60,-1.43,2.05,7.34,7.76
81.600,0,81.60,-1.45,2.03,7.94,8.32
81.600,0,81.60,-1.53,2.12,9.12,9.49
81.600,0,81.60,-2.01,2.13,9.99,10.40
81.600,0,81.60,-2.67,1.95,10.40,10.90
81.700,0.1,81.70,-3.26,1.82,11.30,11.90
81.700,0,81.70,-3.63,1.80,12.50,13.10
81.700,0,81.70,-3.51,1.68,13.40,13.90
81.700,0,81.70,-3.30,1.37,14.40,14.80
81.700,0,81.70,-3.30,1.03,15.20,15.60
81.700,0,81.70,-3.32,0.92,15.70,16.10
81.700,0,81.70,-3.44,1.03,15.80,16.20
81.700,0,81.70,-3.56,1.20,15.90,16.40
81.700,0,81.70,-3.72,1.33,16.00,16.50
81.700,0,81.70,-3.72,1.29,16.00,16.50
81.800,0.1,81.80,-3.79,1.24,16.20,16.70
81.800,0,81.80,-4.01,1.38,16.20,16.80
81.800,0,81.80,-4.11,1.33,15.90,16.50
81.800,0,81.80,-3.81,1.18,15.80,16.30
81.800,0,81.80,-3.63,0.76,15.40,15.80
81.800,0,81.80,-3.69,0.26,15.30,15.70
81.800,0,81.80,-3.55,0.14,15.00,15.40
81.800,0,81.80,-3.21,-0.02,14.30,14.70
81.800,0,81.80,-2.63,-0.33,13.60,13.90
81.800,0,81.80,-2.14,-0.47,13.30,13.50
81.800,0,81.80,-2.02,-0.53,12.60,12.80
81.900,0.1,81.90,-2.04,-0.37,11.50,11.70
81.900,0,81.90,-1.86,-0.03,10.40,10.60
81.900,0,81.90,-1.80,0.06,9.06,9.24
81.900,0,81.90,-1.64,-0.01,7.78,7.95
81.900,0,81.90,-1.58,0.04,7.21,7.39
81.900,0,81.90,-1.40,0.17,6.64,6.79
81.900,0,81.90,-0.98,0.16,6.20,6.28
81.900,0,81.90,-0.71,0.11,5.87,5.91
81.900,0,81.90,-0.52,0.20,5.60,5.62
81.900,0,81.90,-0.42,0.51,5.25,5.29
82.000,0.1,82.00,-0.50,0.92,4.95,5.06
82.000,0,82.00,-0.53,1.11,4.85,5.01
82.000,0,82.00,-0.58,1.07,4.71,4.87
82.000,0,82.00,-0.62,0.99,4.43,4.58
82.000,0,82.00,-0.64,0.94,4.07,4.22
82.000,0,82.00,-0.67,0.99,3.92,4.09
82.000,0,82.00,-0.80,1.27,3.96,4.24
82.000,0,82.00,-1.13,1.65,4.02,4.49
82.000,0,82.00,-1.25,2.01,4.09,4.72
82.000,0,82.00,-1.45,2.20,4.42,5.14
82.100,0.1,82.10,-1.68,2.40,4.68,5.52
82.100,0,82.10,-1.66,2.77,4.85,5.82
82.100,0,82.10,-1.71,3.22,5.00,6.18
82.100,0,82.10,-1.85,3.64,5.16,6.58
82.100,0,82.10,-1.90,3.95,5.36,6.92
82.100,0,82.10,-2.07,4.47,5.96,7.73
82.100,0,82.10,-2.69,4.56,6.49,8.38
82.100,0,82.10,-3.01,4.63,7.02,8.94
82.100,0,82.10,-2.99,4.88,8.00,9.83
82.100,0,82.10,-3.00,4.83,8.88,10.50
82.200,0.1,82.20,-2.77,4.97,9.86,11.40
82.200,0,82.20,-2.72,4.82,10.80,12.20
82.200,0,82.20,-2.18,4.38,11.50,12.50
82.200,0,82.20,-2.02,3.70,13.50,14.10
82.200,0,82.20,-1.86,3.04,14.10,14.50
82.200,0,82.20,-1.51,2.45,14.40,14.70
82.200,0,82.20,-1.19,1.93,14.90,15.00
82.200,0,82.20,-1.10,1.71,14.80,14.90
82.200,0,82.20,-1.30,1.94,14.30,14.50
82.200,0,82.20,-1.76,2.12,13.70,14.00
82.300,0.1,82.30,-1.60,3.04,14.00,14.40
82.300,0,82.30,-2.07,3.51,14.00,14.60
82.300,0,82.30,-2.41,3.68,14.10,14.80
82.300,0,82.30,-2.11,4.11,14.20,14.90
82.300,0,82.30,-1.86,4.16,13.90,14.60
82.300,0,82.30,-1.55,3.54,13.50,14.00
82.300,0,82.30,-1.17,2.85,13.30,13.70
82.300,0,82.30,-0.90,2.51,13.00,13.30
82.300,0,82.30,-0.52,2.45,12.50,12.70
82.300,0,82.30,-0.15,2.35,11.80,12.10
82.400,0.1,82.40,-0.07,2.11,11.30,11.50
82.400,0,82.40,-0.49,2.07,10.60,10.90
82.400,0,82.40,-0.93,2.36,10.10,10.40
82.400,0,82.40,-1.24,2.76,9.57,10.00
82.400,0,82.40,-1.46,2.99,8.99,9.58
82.400,0,82.40,-1.41,3.07,8.19,8.86
82.400,0,82.40,-1.20,3.00,7.58,8.24
82.400,0,82.40,-0.98,2.88,7.04,7.67
82.400,0,82.40,-0.92,2.71,6.55,7.15
82.400,0,82.40,-0.89,2.66,5.90,6.53
82.500,0.1,82.50,-0.95,2.69,5.31,6.03
82.500,0,82.50,-1.15,2.81,4.86,5.73
82.500,0,82.50,-1.38,2.96,4.45,5.52
82.500,0,82.50,-1.60,3.11,4.20,5.46
82.500,0,82.50,-1.86,3.27,3.95,5.45
82.500,0,82.50,-2.13,3.40,3.76,5.49
82.500,0,82.50,-2.29,3.47,3.56,5.47
82.500,0,82.50,-2.37,3.43,3.46,5.42
82.500,0,82.50,-2.40,3.30,3.49,5.37
82.500,0,82.50,-2.21,3.30,3.61,5.37
82.600,0.1,82.60,-1.82,3.54,3.79,5.49
82.600,0,82.60,-1.56,3.80,4.31,5.95
82.600,0,82.60,-1.59,3.87,5.15,6.63
82.600,0,82.60,-1.87,3.71,5.97,7.28
82.600,0,82.60,-2.28,3.36,6.42,7.60
82.600,0,82.60,-2.78,3.07,6.36,7.58
82.600,0,82.60,-3.02,3.14,6.37,7.72
82.600,0,82.60,-3.19,3.60,6.69,8.24
82.600,0,82.60,-3.52,4.07,7.27,9.05
82.600,0,82.60,-3.89,4.34,7.93,9.84
82.700,0.1,82.70,-4.07,4.29,8.79,10.60
82.700,0,82.70,-4.10,4.16,9.62,11.30
82.700,0,82.70,-4.17,4.16,10.50,12.10
82.700,0,82.70,-4.40,4.15,11.20,12.70
82.700,0,82.70,-4.81,4.27,11.50,13.20
82.700,0,82.70,-5.14,4.51,12.10,13.90
82.700,0,82.70,-5.19,4.75,12.30,14.20
82.700,0,82.70,-5.09,4.93,12.40,14.30
82.700,0,82.70,-5.02,5.18,12.70,14.60
82.700,0,82.70,-5.20,5.49,13.10,15.10
82.800,0.1,82.80,-5.50,5.66,13.50,15.60
82.800,0,82.80,-5.78,5.57,13.80,16.00
82.800,0,82.80,-5.96,5.38,14.10,16.30
82.800,0,82.80,-6.02,5.23,14.30,16.40
82.800,0,82.80,-5.98,5.00,14.50,16.40
82.800,0,82.80,-5.93,4.67,14.50,16.40
82.800,0,82.80,-5.72,4.36,14.60,16.30
82.800,0,82.80,-5.29,4.13,14.60,16.10
82.800,0,82.80,-4.69,3.89,14.60,15.80
82.800,0,82.80,-4.00,3.69,14.30,15.30
82.900,0.1,82.90,-3.29,3.53,13.80,14.60
82.900,0,82.90,-2.58,3.34,13.00,13.70
82.900,0,82.90,-2.14,3.09,11.90,12.50
82.900,0,82.90,-1.90,2.88,10.80,11.40
82.900,0,82.90,-1.79,2.83,9.82,10.40
82.900,0,82.90,-1.66,2.85,8.80,9.40
82.900,0,82.90,-1.49,2.76,7.84,8.45
82.900,0,82.90,-1.22,2.59,6.82,7.39
82.900,0,82.90,-0.85,2.45,5.72,6.28
82.900,0,82.90,-0.51,2.33,4.75,5.32
83.000,0.1,83.00,-0.29,2.20,4.02,4.60
83.000,0,83.00,-0.30,2.13,3.56,4.16
83.000,0,83.00,-0.39,2.23,3.25,3.96
83.000,0,83.00,-0.37,2.30,3.10,3.88
83.000,0,83.00,-0.68,2.32,2.85,3.74
83.000,0,83.00,-0.87,2.47,2.74,3.79
83.000,0,83.00,-1.19,2.48,2.88,3.99
83.000,0,83.00,-1.55,2.59,3.18,4.39
83.000,0,83.00,-1.94,2.94,3.22,4.77
83.000,0,83.00,-2.37,3.23,3.40,5.25
83.100,0.1,83.10,-2.61,3.35,3.82,5.71
83.100,0,83.10,-2.93,3.41,4.36,6.26
83.100,0,83.10,-3.32,3.36,4.80,6.74
83.100,0,83.10,-3.48,3.11,5.19,6.98
83.100,0,83.10,-3.26,2.25,6.27,7.42
83.100,0,83.10,-3.17,2.88,5.19,6.72
83.100,0,83.10,-3.14,3.80,5.42,7.33
83.100,0,83.10,-3.01,4.42,6.46,8.39
83.100,0,83.10,-2.98,4.42,7.07,8.85
83.100,0,83.10,-3.10,3.81,8.02,9.40
83.200,0.1,83.20,-3.42,3.38,8.82,10.00
83.200,0,83.20,-3.65,3.54,9.44,10.70
83.200,0,83.20,-3.84,3.93,10.20,11.50
83.200,0,83.20,-3.68,4.13,10.90,12.20
83.200,0,83.20,-3.25,4.06,11.60,12.70
83.200,0,83.20,-2.78,3.90,12.10,13.00
83.200,0,83.20,-2.30,3.82,12.40,13.20
83.200,0,83.20,-1.99,3.75,12.80,13.50
83.200,0,83.20,-1.86,3.89,13.10,13.80
83.200,0,83.20,-1.77,4.22,13.40,14.10
83.300,0.1,83.30,-1.74,4.41,13.80,14.60
83.300,0,83.30,-1.79,4.51,14.20,15.00
83.300,0,83.30,-1.72,4.68,14.50,15.40
83.300,0,83.30,-1.55,4.99,14.90,15.70
83.300,0,83.30,-1.34,5.31,14.90,15.80
83.300,0,83.30,-0.95,5.46,14.60,15.60
83.300,0,83.30,-0.48,5.39,14.20,15.20
83.300,0,83.30,-0.11,5.24,13.50,14.50
83.300,0,83.30,0.22,5.03,12.60,13.50
83.300,0,83.30,0.38,4.84,11.50,12.50
83.300,0,83.30,0.36,4.71,10.30,11.40
83.400,0.1,83.40,0.28,4.57,9.28,10.30
83.400,0,83.40,0.00,4.32,8.38,9.43
83.400,0,83.40,-0.25,3.98,7.73,8.70
83.400,0,83.40,-0.09,3.76,7.23,8.15
83.400,0,83.40,0.05,3.53,6.44,7.35
83.400,0,83.40,-0.08,3.31,5.80,6.68
83.400,0,83.40,-0.11,3.29,5.58,6.48
83.400,0,83.40,-0.15,3.18,5.20,6.10
83.400,0,83.40,-0.23,2.90,4.81,5.62
83.400,0,83.40,-0.45,2.66,4.54,5.28
83.500,0.1,83.50,-0.68,2.60,4.33,5.09
83.500,0,83.50,-0.95,2.64,4.08,4.95
83.500,0,83.50,-1.21,2.74,3.86,4.89
83.500,0,83.50,-1.35,2.85,3.66,4.83
83.500,0,83.50,-1.42,2.89,3.52,4.77
83.500,0,83.50,-1.47,2.86,3.57,4.80
83.500,0,83.50,-1.49,2.86,3.71,4.91
83.500,0,83.50,-1.65,2.93,3.82,5.09
83.500,0,83.50,-1.62,3.12,4.15,5.44
83.500,0,83.50,-1.75,3.26,4.41,5.76
83.600,0.1,83.60,-2.07,3.48,4.70,6.20
83.600,0,83.60,-2.44,3.73,5.00,6.70
83.600,0,83.60,-2.74,3.98,5.34,7.21
83.600,0,83.60,-2.96,4.12,5.75,7.67
83.600,0,83.60,-3.20,4.06,6.29,8.14
83.600,0,83.60,-3.51,3.92,7.11,8.85
83.600,0,83.60,-3.93,3.94,7.91,9.67
83.600,0,83.60,-4.34,4.13,8.88,10.70
83.600,0,83.60,-4.69,4.37,9.80,11.70
83.600,0,83.60,-5.06,4.52,10.40,12.40
83.700,0.1,83.70,-5.19,4.54,10.60,12.60
83.700,0,83.70,-5.15,4.42,10.60,12.60
83.700,0,83.70,-5.20,4.32,11.20,13.10
83.700,0,83.70,-5.52,4.49,12.00,14.00
83.700,0,83.70,-6.15,5.17,12.30,14.70
83.700,0,83.70,-6.56,5.98,12.20,15.10
83.700,0,83.70,-6.51,6.21,12.20,15.10
83.700,0,83.70,-6.18,5.86,12.50,15.10
83.700,0,83.70,-6.15,5.50,12.70,15.20
83.700,0,83.70,-6.35,5.49,12.50,15.00
83.800,0.1,83.80,-6.51,5.52,12.20,14.90
83.800,0,83.80,-6.53,5.11,12.10,14.70
83.800,0,83.80,-6.27,4.64,12.20,14.50
83.800,0,83.80,-6.14,4.75,12.20,14.50
83.800,0,83.80,-5.76,4.88,12.10,14.30
83.800,0,83.80,-5.31,4.38,11.70,13.60
83.800,0,83.80,-4.72,3.79,11.20,12.70
83.800,0,83.80,-4.14,3.50,10.70,12.00
83.800,0,83.80,-3.78,3.38,10.30,11.50
83.800,0,83.80,-3.54,3.27,9.80,10.90
83.900,0.1,83.90,-3.22,3.12,9.46,10.50
83.900,0,83.90,-2.84,2.86,9.12,9.97
83.900,0,83.90,-2.46,2.54,8.66,9.36
83.900,0,83.90,-2.12,2.38,8.06,8.67
83.900,0,83.90,-1.76,2.38,7.43,8.00
83.900,0,83.90,-1.46,2.29,6.70,7.23
83.900,0,83.90,-1.29,2.13,6.14,6.63
83.900,0,83.90,-1.27,2.01,5.78,6.24
83.900,0,83.90,-1.33,2.01,5.38,5.90
83.900,0,83.90,-1.38,2.15,5.00,5.62
84.000,0.1,84.00,-1.50,2.27,4.67,5.40
84.000,0,84.00,-1.80,2.54,4.29,5.30
84.000,0,84.00,-1.93,2.37,4.05,5.07
84.000,0,84.00,-2.14,2.23,3.43,4.61
84.000,0,84.00,-1.56,3.50,3.89,5.46
84.000,0,84.00,-1.41,3.71,4.23,5.80
84.000,0,84.00,-1.58,3.42,4.23,5.67
84.000,0,84.00,-2.03,3.32,4.05,5.62
84.000,0,84.00,-2.52,3.50,4.12,5.96
84.000,0,84.00,-2.87,3.84,4.48,6.56
84.100,0.1,84.10,-3.30,4.15,5.02,7.30
84.100,0,84.10,-3.57,4.42,5.33,7.79
84.100,0,84.10,-3.72,4.54,5.35,7.94
84.100,0,84.10,-3.71,4.57,6.23,8.57
84.100,0,84.10,-3.72,4.44,7.42,9.41
84.100,0,84.10,-3.84,4.32,7.80,9.71
84.100,0,84.10,-3.89,4.29,8.14,9.99
84.100,0,84.10,-4.02,4.16,8.74,10.50
84.100,0,84.10,-4.30,4.12,9.17,10.90
84.100,0,84.10,-4.45,4.67,9.79,11.70
84.200,0.1,84.20,-4.82,4.51,10.30,12.20
84.200,0,84.20,-4.69,4.38,11.00,12.70
84.200,0,84.20,-4.95,4.47,11.70,13.40
84.200,0,84.20,-5.45,4.69,12.00,14.00
84.200,0,84.20,-5.22,4.96,12.30,14.30
84.200,0,84.20,-4.93,5.11,12.60,14.50
84.200,0,84.20,-4.60,5.20,13.10,14.80
84.200,0,84.20,-4.44,5.09,13.40,15.00
84.200,0,84.20,-4.54,4.75,13.50,15.10
84.200,0,84.20,-4.89,4.35,13.50,15.00
84.300,0.1,84.30,-4.76,4.64,13.90,15.40
84.300,0,84.30,-5.11,4.59,14.10,15.70
84.300,0,84.30,-5.13,4.41,13.80,15.40
84.300,0,84.30,-4.78,4.32,13.70,15.10
84.300,0,84.30,-4.12,4.20,13.10,14.40
84.300,0,84.30,-3.42,3.85,12.40,13.50
84.300,0,84.30,-2.96,3.31,11.80,12.60
84.300,0,84.30,-2.82,2.96,11.20,11.90
84.300,0,84.30,-2.95,2.91,10.40,11.20
84.300,0,84.30,-3.03,2.92,9.61,10.50
84.400,0.1,84.40,-3.01,2.86,8.95,9.87
84.400,0,84.40,-2.93,2.79,8.34,9.27
84.400,0,84.40,-2.79,2.72,7.73,8.66
84.400,0,84.40,-2.66,2.68,7.11,8.05
84.400,0,84.40,-2.55,2.63,6.55,7.50
84.400,0,84.40,-2.46,2.57,5.99,6.96
84.400,0,84.40,-2.38,2.50,5.40,6.41
84.400,0,84.40,-2.30,2.46,4.85,5.91
84.400,0,84.40,-2.26,2.45,4.43,5.55
84.400,0,84.40,-2.29,2.52,4.04,5.28
84.500,0.1,84.50,-2.34,2.69,3.72,5.15
84.500,0,84.50,-2.36,2.90,3.47,5.10
84.500,0,84.50,-2.41,3.04,3.28,5.08
84.500,0,84.50,-2.39,3.15,3.10,5.02
84.500,0,84.50,-2.25,3.19,2.90,4.86
84.500,0,84.50,-2.16,3.19,2.92,4.83
84.500,0,84.50,-2.24,3.23,3.08,4.99
84.500,0,84.50,-2.37,3.42,3.20,5.25
84.500,0,84.50,-2.52,3.68,3.30,5.54
84.500,0,84.50,-2.81,3.88,3.57,5.97
84.600,0.1,84.60,-3.30,4.02,4.08,6.61
84.600,0,84.60,-3.83,4.19,4.55,7.27
84.600,0,84.60,-4.19,4.40,5.06,7.90
84.600,0,84.60,-4.30,4.64,5.57,8.43
84.600,0,84.60,-4.19,4.76,6.00,8.73
84.600,0,84.60,-4.16,4.74,6.66,9.18
84.600,0,84.60,-4.53,4.73,7.38,9.86
84.600,0,84.60,-5.11,4.92,8.24,10.90
84.600,0,84.60,-5.70,5.24,9.62,12.40
84.600,0,84.60,-6.39,5.48,11.40,14.10
84.700,0.1,84.70,-6.79,5.59,12.70,15.50
84.700,0,84.70,-6.67,5.52,13.50,16.00
84.700,0,84.70,-6.20,5.06,13.80,16.00
84.700,0,84.70,-5.77,4.49,14.00,15.80
84.700,0,84.70,-5.62,4.18,13.80,15.40
84.700,0,84.70,-5.93,4.35,13.40,15.30
84.700,0,84.70,-6.38,4.77,13.10,15.30
84.700,0,84.70,-6.75,5.02,12.50,15.10
84.700,0,84.70,-6.94,4.96,12.00,14.80
84.700,0,84.70,-7.20,4.47,11.70,14.40
84.800,0.1,84.80,-6.92,4.37,11.50,14.10
84.800,0,84.80,-6.76,4.40,11.60,14.20
84.800,0,84.80,-6.89,3.93,10.70,13.30
84.800,0,84.80,-6.40,3.64,10.50,12.80
84.800,0,84.80,-6.06,3.30,10.20,12.30
84.800,0,84.80,-5.71,2.98,9.77,11.70
84.800,0,84.80,-5.45,2.74,9.43,11.20
84.800,0,84.80,-5.28,2.68,9.00,10.80
84.800,0,84.80,-5.06,2.65,8.48,10.20
84.800,0,84.80,-4.81,2.50,7.97,9.64
84.800,0,84.80,-4.58,2.38,7.57,9.17
84.900,0.1,84.90,-4.25,2.30,7.16,8.64
84.900,0,84.90,-3.90,2.13,6.58,7.94
84.900,0,84.90,-3.57,1.97,6.00,7.25
84.900,0,84.90,-3.46,1.88,5.92,7.11
84.900,0,84.90,-3.45,1.67,5.86,7.00
84.900,0,84.90,4.64,7.29,12.80,15.40
84.900,0,84.90,4.86,6.77,13.40,15.80
84.900,0,84.90,4.48,6.37,13.80,15.90
84.900,0,84.90,3.87,5.88,13.70,15.40
85.000,0.1,85.00,3.51,5.23,12.90,14.30
85.000,0,85.00,3.30,4.76,12.00,13.30
85.000,0,85.00,3.10,4.65,11.10,12.40
85.000,0,85.00,3.06,4.59,10.10,11.50
85.000,0,85.00,2.99,4.49,9.29,10.70
